"","subject","script","timebins","aggbaseline"
"615","1a.edf","print",1600,201.06341639018
"616","1a.edf","print",1700,236.249306348305
"617","1a.edf","print",1800,239.683828628594
"618","1a.edf","print",1900,246.966198144047
"619","1a.edf","print",2000,245.694499714576
"620","1a.edf","print",2100,230.414543066286
"621","1a.edf","print",2200,211.065619672107
"622","1a.edf","print",2300,181.849493862817
"623","1a.edf","print",2400,145.156941574303
"624","1a.edf","print",2500,127.443545061502
"625","20d.edf","cursive",0,109.237786700239
"626","20d.edf","cursive",100,76.4771625124011
"627","20d.edf","cursive",200,54.3003082260516
"628","20d.edf","cursive",300,42.6966961534927
"629","20d.edf","cursive",400,28.7450364437017
"630","20d.edf","cursive",500,0.0535972337029646
"631","20d.edf","cursive",600,-25.2130575737776
"632","20d.edf","cursive",700,-43.070600567635
"633","20d.edf","cursive",800,-46.5030291905927
"634","20d.edf","cursive",900,-44.0006684947502
"635","20d.edf","cursive",1000,-30.4536295446281
"636","20d.edf","cursive",1100,-2.34917761227938
"637","20d.edf","cursive",1200,17.8044982470527
"638","20d.edf","cursive",1300,34.8802318835941
"639","20d.edf","cursive",1400,65.4513665502867
"640","20d.edf","cursive",1500,103.499124982057
"641","20d.edf","cursive",1600,130.719740879176
"642","20d.edf","cursive",1700,165.205990262046
"643","20d.edf","cursive",1800,203.530856115004
"644","20d.edf","cursive",1900,232.337083186041
"645","20d.edf","cursive",2000,207.815457945912
"646","20d.edf","cursive",2100,196.151686740857
"647","20d.edf","cursive",2200,172.483011647769
"648","20d.edf","cursive",2300,129.093790835749
"649","20d.edf","cursive",2400,111.014808098304
"650","20d.edf","cursive",2500,115.577998400989
"651","20d.edf","print",0,55.8931320579407
"652","20d.edf","print",100,48.359742477
"653","20d.edf","print",200,50.0008803027484
"654","20d.edf","print",300,47.6068745870086
"655","20d.edf","print",400,32.8753087479453
"656","20d.edf","print",500,-3.77561256651729
"657","20d.edf","print",600,-45.1737778970585
"658","20d.edf","print",700,-63.4151199527088
"659","20d.edf","print",800,-51.868059257348
"660","20d.edf","print",900,-26.6338086210115
"661","20d.edf","print",1000,-14.8768788380455
"662","20d.edf","print",1100,-5.32309702556161
"663","20d.edf","print",1200,3.94418570843891
"664","20d.edf","print",1300,22.5857861546751
"665","20d.edf","print",1400,65.8634657177414
"666","20d.edf","print",1500,118.128906804911
"667","20d.edf","print",1600,160.499129786572
"668","20d.edf","print",1700,187.244473047644
"669","20d.edf","print",1800,173.545184176603
"670","20d.edf","print",1900,117.953871319496
"671","20d.edf","print",2000,90.5757451538088
"672","20d.edf","print",2100,68.0717909026351
"673","20d.edf","print",2200,62.3239972056571
"674","20d.edf","print",2300,42.2071669293023
"675","20d.edf","print",2400,43.09045398007
"676","20d.edf","print",2500,49.1742184833349
"677","21a.edf","cursive",0,31.8843114445415
"678","21a.edf","cursive",100,38.6015412295482
"679","21a.edf","cursive",200,39.4247267188858
"680","21a.edf","cursive",300,43.9149256696756
"681","21a.edf","cursive",400,42.669898633844
"682","21a.edf","cursive",500,24.1741669632016
"683","21a.edf","cursive",600,-19.4509675345767
"684","21a.edf","cursive",700,-61.7626615038738
"685","21a.edf","cursive",800,-83.875181414335
"686","21a.edf","cursive",900,-90.904098654008
"687","21a.edf","cursive",1000,-94.2232666110879
"688","21a.edf","cursive",1100,-99.0738409665067
"689","21a.edf","cursive",1200,-93.6664482844299
"690","21a.edf","cursive",1300,-71.4945425904206
"691","21a.edf","cursive",1400,-61.4684799444646
"692","21a.edf","cursive",1500,-39.2297794371842
"693","21a.edf","cursive",1600,-20.3475843919147
"694","21a.edf","cursive",1700,-6.44545163170076
"695","21a.edf","cursive",1800,7.74448957929541
"696","21a.edf","cursive",1900,14.3155183672737
"697","21a.edf","cursive",2000,15.8902549309511
"698","21a.edf","cursive",2100,20.8169994552135
"699","21a.edf","cursive",2200,29.2610517895748
"700","21a.edf","cursive",2300,40.730191237997
"701","21a.edf","cursive",2400,53.5637571519537
"702","21a.edf","cursive",2500,54.6474396683151
"703","21a.edf","print",0,19.284723431448
"704","21a.edf","print",100,23.0653300340221
"705","21a.edf","print",200,27.1330019247698
"706","21a.edf","print",300,34.2104163395013
"707","21a.edf","print",400,39.1933921460543
"708","21a.edf","print",500,19.8885987002495
"709","21a.edf","print",600,-17.046449084339
"710","21a.edf","print",700,-43.8946576485764
"711","21a.edf","print",800,-56.2618927151748
"712","21a.edf","print",900,-64.5119104019021
"713","21a.edf","print",1000,-64.9340232036165
"714","21a.edf","print",1100,-52.5275059683352
"715","21a.edf","print",1200,-36.4587152473107
"716","21a.edf","print",1300,-13.5431633479877
"717","21a.edf","print",1400,-8.32740515314392
"718","21a.edf","print",1500,-6.30281408295537
"719","21a.edf","print",1600,-8.52942533154034
"720","21a.edf","print",1700,-6.74941114435805
"721","21a.edf","print",1800,-19.4511523956543
"722","21a.edf","print",1900,-38.370561252295
"723","21a.edf","print",2000,-64.3026989309838
"724","21a.edf","print",2100,-76.7657838217814
"725","21a.edf","print",2200,-79.2555181545575
"726","21a.edf","print",2300,-84.4835707257353
"727","21a.edf","print",2400,-83.8726824686716
"728","21a.edf","print",2500,-80.0981679352763
"729","22b.edf","cursive",0,109.959981695097
"730","22b.edf","cursive",100,95.2627763488031
"731","22b.edf","cursive",200,84.8861056319137
"732","22b.edf","cursive",300,77.7806847697757
"733","22b.edf","cursive",400,58.1123620621803
"734","22b.edf","cursive",500,21.6093575925897
"735","22b.edf","cursive",600,-18.771545486144
"736","22b.edf","cursive",700,-45.5376617532146
"737","22b.edf","cursive",800,-47.1878672462107
"738","22b.edf","cursive",900,-39.1537397805208
"739","22b.edf","cursive",1000,-30.4626371266872
"740","22b.edf","cursive",1100,-25.622339464341
"741","22b.edf","cursive",1200,-18.2255870227673
"742","22b.edf","cursive",1300,-3.27325436099489
"743","22b.edf","cursive",1400,13.7048909099194
"744","22b.edf","cursive",1500,26.2372660343808
"745","22b.edf","cursive",1600,38.3294671777992
"746","22b.edf","cursive",1700,49.3647934150561
"747","22b.edf","cursive",1800,50.2558158195986
"748","22b.edf","cursive",1900,56.9299556924939
"749","22b.edf","cursive",2000,70.7544708374991
"750","22b.edf","cursive",2100,75.8246999082953
"751","22b.edf","cursive",2200,69.1238771862167
"752","22b.edf","cursive",2300,55.762324694106
"753","22b.edf","cursive",2400,51.2261495794373
"754","22b.edf","cursive",2500,59.7474777069997
"755","22b.edf","print",0,97.4975052576588
"756","22b.edf","print",100,91.6774022785806
"757","22b.edf","print",200,90.6663810004536
"758","22b.edf","print",300,83.4299537643401
"759","22b.edf","print",400,60.1204310988888
"760","22b.edf","print",500,19.451854035535
"761","22b.edf","print",600,-18.0052823158602
"762","22b.edf","print",700,-41.9235349747869
"763","22b.edf","print",800,-49.1763655372468
"764","22b.edf","print",900,-24.9102032174038
"765","22b.edf","print",1000,-11.5958506460211
"766","22b.edf","print",1100,9.40911109004834
"767","22b.edf","print",1200,32.8909200886051
"768","22b.edf","print",1300,41.3510385000804
"769","22b.edf","print",1400,54.8839726754718
"770","22b.edf","print",1500,66.6615154169868
"771","22b.edf","print",1600,76.9962043864108
"772","22b.edf","print",1700,89.9772090743925
"773","22b.edf","print",1800,94.7920971231468
"774","22b.edf","print",1900,93.6635886333486
"775","22b.edf","print",2000,90.6963919368278
"776","22b.edf","print",2100,85.5595825148382
"777","22b.edf","print",2200,82.1286513001205
"778","22b.edf","print",2300,73.0428916143249
"779","22b.edf","print",2400,66.6031293395101
"780","22b.edf","print",2500,63.9150613889288
"781","23c.edf","cursive",0,79.292747309504
"782","23c.edf","cursive",100,51.0812935902513
"783","23c.edf","cursive",200,14.854360699519
"784","23c.edf","cursive",300,-29.8911267766604
"785","23c.edf","cursive",400,-77.8183492397173
"786","23c.edf","cursive",500,-112.850632465334
"787","23c.edf","cursive",600,-129.796413820444
"788","23c.edf","cursive",700,-127.136545845956
"789","23c.edf","cursive",800,-109.795771967477
"790","23c.edf","cursive",900,-103.642070028732
"791","23c.edf","cursive",1000,-70.1866113656257
"792","23c.edf","cursive",1100,-68.1761582702492
"793","23c.edf","cursive",1200,-48.2117003915424
"794","23c.edf","cursive",1300,-8.32336567010052
"795","23c.edf","cursive",1400,62.4782386345853
"796","23c.edf","cursive",1500,66.995301672574
"797","23c.edf","cursive",1600,36.6857838714132
"798","23c.edf","cursive",1700,11.5367467676087
"799","23c.edf","cursive",1800,-29.7745264087095
"800","23c.edf","cursive",1900,-35.0671786955175
"801","23c.edf","cursive",2000,-57.8755119540756
"802","23c.edf","cursive",2100,-76.5472436149473
"803","23c.edf","cursive",2200,-111.241111464143
"804","23c.edf","cursive",2300,-118.597414190505
"805","23c.edf","cursive",2400,-196.757307292645
"806","23c.edf","cursive",2500,-200.077085848295
"807","23c.edf","print",0,126.829308108406
"808","23c.edf","print",100,109.859794223224
"809","23c.edf","print",200,90.8777562289563
"810","23c.edf","print",300,68.6150666666667
"811","23c.edf","print",400,41.4614666666667
"812","23c.edf","print",500,8.47877169559416
"813","23c.edf","print",600,-7.96383265856947
"814","23c.edf","print",700,-16.3411460047841
"815","23c.edf","print",800,-6.93299890710379
"816","23c.edf","print",900,12.3336685753868
"817","23c.edf","print",1000,36.5520407754473
"818","23c.edf","print",1100,56.2073245567553
"819","23c.edf","print",1200,72.544140009061
"820","23c.edf","print",1300,90.112874934097
"821","23c.edf","print",1400,110.631926384877
"822","23c.edf","print",1500,125.290049501131
"823","23c.edf","print",1600,135.197645544745
"824","23c.edf","print",1700,122.808305334714
"825","23c.edf","print",1800,108.402310828487
"826","23c.edf","print",1900,103.303702650061
"827","23c.edf","print",2000,92.2809838794547
"828","23c.edf","print",2100,77.2929118310261
"829","23c.edf","print",2200,63.1073323480752
"830","23c.edf","print",2300,56.1142530815746
"831","23c.edf","print",2400,54.3428057590558
"832","23c.edf","print",2500,56.3583502311181
"833","26b.edf","cursive",0,80.7141278409091
"834","26b.edf","cursive",100,60.4058778409091
"835","26b.edf","cursive",200,45.2496278409091
"836","26b.edf","cursive",300,40.1948778409092
"837","26b.edf","cursive",400,29.6570669642858
"838","26b.edf","cursive",500,8.29342431259519
"839","26b.edf","cursive",600,-22.9679862012986
"840","26b.edf","cursive",700,-44.9663300716805
"841","26b.edf","cursive",800,-57.2058721590909
"842","26b.edf","cursive",900,-72.4056221590909
"843","26b.edf","cursive",1000,-77.8297357954545
"844","26b.edf","cursive",1100,-70.1527952072895
"845","26b.edf","cursive",1200,-55.5818673504217
"846","26b.edf","cursive",1300,-42.0692147516834
"847","26b.edf","cursive",1400,-25.5973955883166
"848","26b.edf","cursive",1500,-9.86628208514401
"849","26b.edf","cursive",1600,8.78861326404197
"850","26b.edf","cursive",1700,32.4983255131965
"851","26b.edf","cursive",1800,57.1422231772677
"852","26b.edf","cursive",1900,91.3310613594352
"853","26b.edf","cursive",2000,117.679657037018
"854","26b.edf","cursive",2100,136.068925015354
"855","26b.edf","cursive",2200,145.877555579552
"856","26b.edf","cursive",2300,154.458617314458
"857","26b.edf","cursive",2400,162.077491775557
"858","26b.edf","cursive",2500,167.288696262165
"859","26b.edf","print",0,109.862749337801
"860","26b.edf","print",100,91.7783980899847
"861","26b.edf","print",200,77.0883159732713
"862","26b.edf","print",300,62.3528396571829
"863","26b.edf","print",400,41.6337438770031
"864","26b.edf","print",500,9.48395163140472
"865","26b.edf","print",600,-29.7161243922844
"866","26b.edf","print",700,-60.6640152267313
"867","26b.edf","print",800,-86.2974436816603
"868","26b.edf","print",900,-106.951525805692
"869","26b.edf","print",1000,-128.427051000887
"870","26b.edf","print",1100,-133.197669479929
"871","26b.edf","print",1200,-128.251777561925
"872","26b.edf","print",1300,-119.064788740215
"873","26b.edf","print",1400,-100.059794698192
"874","26b.edf","print",1500,-78.6175133969797
"875","26b.edf","print",1600,-56.4857808766888
"876","26b.edf","print",1700,-30.9672421603318
"877","26b.edf","print",1800,-15.2293491226811
"878","26b.edf","print",1900,-10.1727616512059
"879","26b.edf","print",2000,-7.41519786543393
"880","26b.edf","print",2100,-12.2633379657288
"881","26b.edf","print",2200,-18.235041146691
"882","26b.edf","print",2300,-13.6265740515751
"883","26b.edf","print",2400,3.85661457177822
"884","26b.edf","print",2500,12.0715796591177
"885","27c.edf","cursive",0,-5.4067571375518
"886","27c.edf","cursive",100,7.54124877632603
"887","27c.edf","cursive",200,3.27292119406413
"888","27c.edf","cursive",300,3.25832212430132
"889","27c.edf","cursive",400,1.20561038787519
"890","27c.edf","cursive",500,-3.85847401339462
"891","27c.edf","cursive",600,4.18495272525024
"892","27c.edf","cursive",700,11.777510227084
"893","27c.edf","cursive",800,19.5129483662888
"894","27c.edf","cursive",900,32.0466186467542
"895","27c.edf","cursive",1000,47.6141272835018
"896","27c.edf","cursive",1100,65.4463040244929
"897","27c.edf","cursive",1200,84.6305226519681
"898","27c.edf","cursive",1300,101.41649616405
"899","27c.edf","cursive",1400,114.263249556778
"900","27c.edf","cursive",1500,120.817300139692
"901","27c.edf","cursive",1600,126.82070533476
"902","27c.edf","cursive",1700,124.570113703106
"903","27c.edf","cursive",1800,117.026336029518
"904","27c.edf","cursive",1900,109.316885046117
"905","27c.edf","cursive",2000,105.324152159365
"906","27c.edf","cursive",2100,101.81195899007
"907","27c.edf","cursive",2200,96.3175785146318
"908","27c.edf","cursive",2300,92.0883352289716
"909","27c.edf","cursive",2400,91.9954423037005
"910","27c.edf","cursive",2500,89.5400619301834
"911","27c.edf","print",0,-26.8507655631231
"912","27c.edf","print",100,-18.8616473343606
"913","27c.edf","print",200,-16.1837750711679
"914","27c.edf","print",300,-8.32013041443888
"915","27c.edf","print",400,-5.73658838736983
"916","27c.edf","print",500,-5.62049923380779
"917","27c.edf","print",600,1.87396669365403
"918","27c.edf","print",700,19.4483806638966
"919","27c.edf","print",800,32.0869737136032
"920","27c.edf","print",900,44.1996949785968
"921","27c.edf","print",1000,56.8562801786195
"922","27c.edf","print",1100,71.9608162787154
"923","27c.edf","print",1200,89.116581415459
"924","27c.edf","print",1300,112.077089309538
"925","27c.edf","print",1400,136.198600802312
"926","27c.edf","print",1500,150.221189714765
"927","27c.edf","print",1600,150.600665669815
"928","27c.edf","print",1700,142.785549347227
"929","27c.edf","print",1800,129.831113592733
"930","27c.edf","print",1900,119.833461107095
"931","27c.edf","print",2000,98.0686594872425
"932","27c.edf","print",2100,71.9941219952113
"933","27c.edf","print",2200,64.0631310794351
"934","27c.edf","print",2300,53.9430679798152
"935","27c.edf","print",2400,35.6479049734787
"936","27c.edf","print",2500,20.4437063666258
"937","28d.edf","cursive",0,50.7728235294118
"938","28d.edf","cursive",100,41.9897647058824
"939","28d.edf","cursive",200,30.1833048128342
"940","28d.edf","cursive",300,14.2069266895354
"941","28d.edf","cursive",400,-0.542010208087914
"942","28d.edf","cursive",500,-3.00985185185182
"943","28d.edf","cursive",600,-0.40435294117644
"944","28d.edf","cursive",700,5.66505882352944
"945","28d.edf","cursive",800,12.6768235294118
"946","28d.edf","cursive",900,26.8770588235294
"947","28d.edf","cursive",1000,43.8050588235294
"948","28d.edf","cursive",1100,63.453261663286
"949","28d.edf","cursive",1200,85.6873846527441
"950","28d.edf","cursive",1300,108.129918126498
"951","28d.edf","cursive",1400,124.126406417112
"952","28d.edf","cursive",1500,133.974812834225
"953","28d.edf","cursive",1600,142.175069518717
"954","28d.edf","cursive",1700,147.608844339623
"955","28d.edf","cursive",1800,153.54088197097
"956","28d.edf","cursive",1900,148.955561115355
"957","28d.edf","cursive",2000,141.34002750191
"958","28d.edf","cursive",2100,130.658941176471
"959","28d.edf","cursive",2200,117.098941176471
"960","28d.edf","cursive",2300,101.786
"961","28d.edf","cursive",2400,86.7401176470589
"962","28d.edf","cursive",2500,78.0676470588236
"963","28d.edf","print",0,-6.69943097643098
"964","28d.edf","print",100,-5.36760269360271
"965","28d.edf","print",200,-2.65097087378641
"966","28d.edf","print",300,-3.0523771043771
"967","28d.edf","print",400,-5.59672727272728
"968","28d.edf","print",500,-2.57321212121212
"969","28d.edf","print",600,3.15864197530864
"970","28d.edf","print",700,8.65798311582983
"971","28d.edf","print",800,17.3844499540863
"972","28d.edf","print",900,31.9093333333333
"973","28d.edf","print",1000,48.9351313131313
"974","28d.edf","print",1100,66.6734141414141
"975","28d.edf","print",1200,83.7800202020202
"976","28d.edf","print",1300,96.5135757575758
"977","28d.edf","print",1400,104.077167227834
"978","28d.edf","print",1500,107.214024374583
"979","28d.edf","print",1600,105.145527536842
"980","28d.edf","print",1700,99.3988749681691
"981","28d.edf","print",1800,84.5764366248067
"982","28d.edf","print",1900,75.837924652636
"983","28d.edf","print",2000,76.4909839303863
"984","28d.edf","print",2100,67.4895099610963
"985","28d.edf","print",2200,59.1789427583459
"986","28d.edf","print",2300,49.760374037514
"987","28d.edf","print",2400,44.5980920443589
"988","28d.edf","print",2500,37.4588302059938
"989","29a.edf","cursive",0,1.0506099471078
"990","29a.edf","cursive",100,-9.23758974050397
"991","29a.edf","cursive",200,-14.3579380997668
"992","29a.edf","cursive",300,1.11270674118852
"993","29a.edf","cursive",400,10.799875
"994","29a.edf","cursive",500,1.64687499999998
"995","29a.edf","cursive",600,-2.09655681818185
"996","29a.edf","cursive",700,4.13977699396971
"997","29a.edf","cursive",800,20.0020795454545
"998","29a.edf","cursive",900,35.701625
"999","29a.edf","cursive",1000,41.990125
"1000","29a.edf","cursive",1100,46.0517992072691
"1001","29a.edf","cursive",1200,56.1594320504598
"1002","29a.edf","cursive",1300,58.7293737400595
"1003","29a.edf","cursive",1400,64.5457805259738
"1004","29a.edf","cursive",1500,66.3034787258008
"1005","29a.edf","cursive",1600,72.9356582326824
"1006","29a.edf","cursive",1700,90.3128114809836
"1007","29a.edf","cursive",1800,92.8221584162223
"1008","29a.edf","cursive",1900,96.9390482693434
"1009","29a.edf","cursive",2000,99.1355933533111
"1010","29a.edf","cursive",2100,79.4016576324389
"1011","29a.edf","cursive",2200,55.571406957217
"1012","29a.edf","cursive",2300,45.5891392696847
"1013","29a.edf","cursive",2400,26.4119128017447
"1014","29a.edf","cursive",2500,16.2528284954108
"1015","29a.edf","print",0,69.4668632111532
"1016","29a.edf","print",100,46.6463955265764
"1017","29a.edf","print",200,27.3526292539339
"1018","29a.edf","print",300,15.7449073288002
"1019","29a.edf","print",400,4.81570144644727
"1020","29a.edf","print",500,-0.528325606084961
"1021","29a.edf","print",600,-1.73010794146631
"1022","29a.edf","print",700,1.4696056421885
"1023","29a.edf","print",800,18.356195816338
"1024","29a.edf","print",900,46.6236119334792
"1025","29a.edf","print",1000,70.8078364053977
"1026","29a.edf","print",1100,88.9648934596236
"1027","29a.edf","print",1200,97.1247369861304
"1028","29a.edf","print",1300,113.690308870469
"1029","29a.edf","print",1400,119.501736952869
"1030","29a.edf","print",1500,124.131844974895
"1031","29a.edf","print",1600,132.114475377728
"1032","29a.edf","print",1700,146.768812847069
"1033","29a.edf","print",1800,159.254487657491
"1034","29a.edf","print",1900,168.510264765805
"1035","29a.edf","print",2000,162.716889325493
"1036","29a.edf","print",2100,152.212088151438
"1037","29a.edf","print",2200,147.551854366662
"1038","29a.edf","print",2300,147.968377999033
"1039","29a.edf","print",2400,160.144909245123
"1040","29a.edf","print",2500,165.086366461715
"1041","2b.edf","cursive",0,55.5924799999999
"1042","2b.edf","cursive",100,50.04016
"1043","2b.edf","cursive",200,48.0094277591908
"1044","2b.edf","cursive",300,46.1598477108433
"1045","2b.edf","cursive",400,30.5545619277108
"1046","2b.edf","cursive",500,5.37017733856771
"1047","2b.edf","cursive",600,-9.56176000000004
"1048","2b.edf","cursive",700,-14.7672000000001
"1049","2b.edf","cursive",800,-16.5818619582665
"1050","2b.edf","cursive",900,-12.69712
"1051","2b.edf","cursive",1000,-6.50736000000004
"1052","2b.edf","cursive",1100,4.08033427101197
"1053","2b.edf","cursive",1200,16.7801504705985
"1054","2b.edf","cursive",1300,29.3707136878216
"1055","2b.edf","cursive",1400,42.0018157029823
"1056","2b.edf","cursive",1500,51.4561419841752
"1057","2b.edf","cursive",1600,60.6906266201486
"1058","2b.edf","cursive",1700,67.5898783277322
"1059","2b.edf","cursive",1800,77.2609909336046
"1060","2b.edf","cursive",1900,92.1720005992564
"1061","2b.edf","cursive",2000,108.532142261968
"1062","2b.edf","cursive",2100,114.511334557114
"1063","2b.edf","cursive",2200,110.955651193874
"1064","2b.edf","cursive",2300,108.765485714286
"1065","2b.edf","cursive",2400,112.341513578275
"1066","2b.edf","cursive",2500,112.6195
"1067","2b.edf","print",0,80.1890322580645
"1068","2b.edf","print",100,67.8922580645161
"1069","2b.edf","print",200,60.4517419354838
"1070","2b.edf","print",300,53.1338064516129
"1071","2b.edf","print",400,33.5216774193548
"1072","2b.edf","print",500,8.58748387096771
"1073","2b.edf","print",600,-9.08835705045282
"1074","2b.edf","print",700,-15.527870967742
"1075","2b.edf","print",800,-12.2246804521643
"1076","2b.edf","print",900,-2.85543526995811
"1077","2b.edf","print",1000,9.61409758920055
"1078","2b.edf","print",1100,23.859718357681
"1079","2b.edf","print",1200,35.4679760544285
"1080","2b.edf","print",1300,44.8419207425902
"1081","2b.edf","print",1400,48.2458588569321
"1082","2b.edf","print",1500,46.4863531999915
"1083","2b.edf","print",1600,46.5816153755841
"1084","2b.edf","print",1700,50.7273171636582
"1085","2b.edf","print",1800,50.9907791571456
"1086","2b.edf","print",1900,49.2590486913662
"1087","2b.edf","print",2000,52.3583053873612
"1088","2b.edf","print",2100,50.279941023814
"1089","2b.edf","print",2200,49.3263321627466
"1090","2b.edf","print",2300,49.400970814683
"1091","2b.edf","print",2400,47.8184498689632
"1092","2b.edf","print",2500,49.5451697753793
"1093","30b.edf","cursive",0,109.812692108013
"1094","30b.edf","cursive",100,80.3051801835943
"1095","30b.edf","cursive",200,52.2669477827275
"1096","30b.edf","cursive",300,32.6129873673211
"1097","30b.edf","cursive",400,10.5598435207071
"1098","30b.edf","cursive",500,-13.7410692929877
"1099","30b.edf","cursive",600,-33.302575686619
"1100","30b.edf","cursive",700,-45.8680832514194
"1101","30b.edf","cursive",800,-46.9421222716689
"1102","30b.edf","cursive",900,-38.1600624760486
"1103","30b.edf","cursive",1000,-23.5520999203316
"1104","30b.edf","cursive",1100,-8.27849722076683
"1105","30b.edf","cursive",1200,9.20480004284535
"1106","30b.edf","cursive",1300,26.1997473021692
"1107","30b.edf","cursive",1400,43.4236757788843
"1108","30b.edf","cursive",1500,60.8461054807694
"1109","30b.edf","cursive",1600,77.0202758456178
"1110","30b.edf","cursive",1700,94.0296787255099
"1111","30b.edf","cursive",1800,113.292778715905
"1112","30b.edf","cursive",1900,142.167890445755
"1113","30b.edf","cursive",2000,165.441983046071
"1114","30b.edf","cursive",2100,177.998809529767
"1115","30b.edf","cursive",2200,183.595379071789
"1116","30b.edf","cursive",2300,184.262742038789
"1117","30b.edf","cursive",2400,162.880207504362
"1118","30b.edf","cursive",2500,154.963003962771
"1119","30b.edf","print",0,-14.9145399274699
"1120","30b.edf","print",100,-9.51305174320187
"1121","30b.edf","print",200,-5.7914501903506
"1122","30b.edf","print",300,2.81604509801297
"1123","30b.edf","print",400,6.72354390654357
"1124","30b.edf","print",500,6.62342633186852
"1125","30b.edf","print",600,-0.725242759254772
"1126","30b.edf","print",700,-1.01250089810797
"1127","30b.edf","print",800,18.1716852246876
"1128","30b.edf","print",900,53.701858787155
"1129","30b.edf","print",1000,89.4546880787565
"1130","30b.edf","print",1100,112.44642726259
"1131","30b.edf","print",1200,123.377329116908
"1132","30b.edf","print",1300,130.945915899577
"1133","30b.edf","print",1400,134.572434303879
"1134","30b.edf","print",1500,133.755699476331
"1135","30b.edf","print",1600,129.486785268955
"1136","30b.edf","print",1700,130.851271384742
"1137","30b.edf","print",1800,131.364599230479
"1138","30b.edf","print",1900,134.683047593225
"1139","30b.edf","print",2000,131.115026195158
"1140","30b.edf","print",2100,113.324452602486
"1141","30b.edf","print",2200,88.040864339242
"1142","30b.edf","print",2300,64.8811103479487
"1143","30b.edf","print",2400,40.0760845186616
"1144","30b.edf","print",2500,27.718913859111
"1145","31c1.edf","cursive",0,114.170547964666
"1146","31c1.edf","cursive",100,102.08228200578
"1147","31c1.edf","cursive",200,88.9742904162968
"1148","31c1.edf","cursive",300,63.2382957539338
"1149","31c1.edf","cursive",400,31.5596794274251
"1150","31c1.edf","cursive",500,8.09144053668457
"1151","31c1.edf","cursive",600,-12.1254010240097
"1152","31c1.edf","cursive",700,-28.8122072898551
"1153","31c1.edf","cursive",800,-23.1175333502318
"1154","31c1.edf","cursive",900,-3.77938682333232
"1155","31c1.edf","cursive",1000,26.4754947249622
"1156","31c1.edf","cursive",1100,69.2802337137985
"1157","31c1.edf","cursive",1200,105.060687437625
"1158","31c1.edf","cursive",1300,128.72949470148
"1159","31c1.edf","cursive",1400,137.846087099786
"1160","31c1.edf","cursive",1500,136.940098031066
"1161","31c1.edf","cursive",1600,120.499263034658
"1162","31c1.edf","cursive",1700,93.5681923395528
"1163","31c1.edf","cursive",1800,67.2091238811263
"1164","31c1.edf","cursive",1900,30.8306762494717
"1165","31c1.edf","cursive",2000,3.13144325073679
"1166","31c1.edf","cursive",2100,-25.24155619906
"1167","31c1.edf","cursive",2200,-49.9666524931728
"1168","31c1.edf","cursive",2300,-77.7257946187762
"1169","31c1.edf","cursive",2400,-101.741557848229
"1170","31c1.edf","cursive",2500,-119.603530116707
"1171","31c1.edf","print",0,57.5486776686528
"1172","31c1.edf","print",100,36.1848145599369
"1173","31c1.edf","print",200,22.6982314670635
"1174","31c1.edf","print",300,20.1789011034607
"1175","31c1.edf","print",400,7.61909424720174
"1176","31c1.edf","print",500,0.294516067828019
"1177","31c1.edf","print",600,-4.9209712749539
"1178","31c1.edf","print",700,4.08199999944234
"1179","31c1.edf","print",800,44.6314083536645
"1180","31c1.edf","print",900,92.4824737708306
"1181","31c1.edf","print",1000,128.259817939833
"1182","31c1.edf","print",1100,130.710595466523
"1183","31c1.edf","print",1200,116.881519357758
"1184","31c1.edf","print",1300,104.314486926273
"1185","31c1.edf","print",1400,79.9224255629879
"1186","31c1.edf","print",1500,42.6112534381625
"1187","31c1.edf","print",1600,-1.07332391977145
"1188","31c1.edf","print",1700,-56.285531795583
"1189","31c1.edf","print",1800,-91.0656668223251
"1190","31c1.edf","print",1900,-110.135488629985
"1191","31c1.edf","print",2000,-105.687190318332
"1192","31c1.edf","print",2100,-99.3383807122419
"1193","31c1.edf","print",2200,-93.3112885140299
"1194","31c1.edf","print",2300,-76.9477055927273
"1195","31c1.edf","print",2400,-92.1699840313469
"1196","31c1.edf","print",2500,-98.2843651348916
"1197","32d.edf","cursive",0,6.38945910729582
"1198","32d.edf","cursive",100,6.82080325482484
"1199","32d.edf","cursive",200,8.25911938826645
"1200","32d.edf","cursive",300,9.24405936272366
"1201","32d.edf","cursive",400,2.50281798341334
"1202","32d.edf","cursive",500,0.0553697075512574
"1203","32d.edf","cursive",600,-0.836565691837663
"1204","32d.edf","cursive",700,2.77058227848099
"1205","32d.edf","cursive",800,10.3222121344391
"1206","32d.edf","cursive",900,17.9688363160192
"1207","32d.edf","cursive",1000,26.4721972937581
"1208","32d.edf","cursive",1100,37.9928500762778
"1209","32d.edf","cursive",1200,56.1365032002109
"1210","32d.edf","cursive",1300,76.705192379945
"1211","32d.edf","cursive",1400,94.3227460609843
"1212","32d.edf","cursive",1500,112.715734091743
"1213","32d.edf","cursive",1600,129.457198510027
"1214","32d.edf","cursive",1700,142.52987687503
"1215","32d.edf","cursive",1800,151.080096977674
"1216","32d.edf","cursive",1900,154.881077841357
"1217","32d.edf","cursive",2000,158.465261879832
"1218","32d.edf","cursive",2100,155.722633925746
"1219","32d.edf","cursive",2200,149.804775622089
"1220","32d.edf","cursive",2300,147.714538904852
